식당(ID),식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,음식점소개내용,식당상태
409515,마당촌,강원도 원주시 무실본동길 53,강원도 원주시 무실동 1786-2,37.3370854,127.9325374,033-732-7272,식육(숯불구이),일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""마당촌""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
409582,안채,강원도 원주시 원일로 254-1,강원도 원주시 학성동 905-4,37.3583389,127.9427329,033-734-6668,한식,일반음식점,"""안채""는 강원도 원주시에 있습니다. 다국어 메뉴판이 있는 매장입니다.",운영중
409576,매지리막국수,강원도 원주시 관설안길 9-5,강원도 원주시 관설동 1747-6,37.3183471,127.9618302,033-762-4543,한식,일반음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""매지리막국수""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
409524,553,"강원도 원주시 꽃밭머리길 86-17, 1층 (행구동)",강원도 원주시 행구동 287,37.3478829,128.0163995,033-735-3131,경양식,일반음식점,"""카페553(원주본점)""은 강원도 원주시에 있습니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
409528,모래내순대,강원도 원주시 이화3길 15,강원도 원주시 단계동 943-5,37.3374505,127.933593,033-744-1633,한식,일반음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""모래내순대(본점)""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
409530,싱글포차,강원도 원주시 라옹정길 56,강원도 원주시 관설동 1662-7,37.3205863,127.9615939,033-763-9768,기타,일반음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""싱글포차""를 추천합니다! 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
409536,사오정피자치긴,강원도 원주시 북원로2425번길 3,강원도 원주시 우산동 127-70,37.361024,127.9394053,033-746-2349,,일반음식점,"강원도 원주시에서 맛집을 찾으신다면 ""사오정피자치킨(우산점)""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
409541,신월동교토참치,강원도 원주시 천사로 24 모닝프라자2,강원도 원주시 단계동 1116-3,37.3478411,127.9280157,033-742-7079,한식,일반음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""신월동교토참치""를 추천합니다! 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
409542,박가네민물매운탕,강원도 원주시 문막읍 동화공단로 158,강원도 원주시 문막읍 동화리 1004-4,37.3346336,127.8334619,033-747-5282,한식,일반음식점,"강원도 원주시에서 맛집을 찾으신다면 ""박가네 민물매운탕""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
409544,흑돼지마을,강원도 원주시 섬밭들1길 34-6,강원도 원주시 무실동 1669-5,37.3324628,127.923038,033-744-8729,기타,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""흑돼지마을""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
409546,포대인대구막창단계택지점,강원도 원주시 천사로 37,강원도 원주시 단계동 838-3,37.3479856,127.9298792,033-746-9092,한식,일반음식점,"""포대인 대구막창(단계택지점)""을 강원도 원주시의 가 볼 만한 식당으로 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
409551,피자나라치킨공주 원주무실점,강원도 원주시 무실본동길 24,강원도 원주시 무실동 1788-3,37.3366199,127.9324187,033-747-8615,기타,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""피자나라치킨공주(무실점)""를 방문해보세요! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
409558,먹자삼겹살,강원도 원주시 치악로 1871,강원도 원주시 봉산동 1099-18,37.348281,127.9563821,033-744-0066,경양식,일반음식점,"""먹자삼겹살""은 강원도 원주시에 있습니다. 다국어 메뉴판이 있는 매장입니다.",운영중
409561,착한소샤브샤브,강원도 원주시 문막읍 동화골길 19,강원도 원주시 문막읍 동화리 561-7,37.3266272,127.8460191,033-748-7720,한식,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""착한소샤브샤브""를 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
409562,호수꼬치 원주무실점,강원도 원주시 만대공원길 24,강원도 원주시 무실동 1731-1,37.3378701,127.9274864,033-743-2918,기타,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""호수꼬치(원주무실점)""를 추천합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
409566,영빈식당,강원도 원주시 송림길 43,강원도 원주시 개운동 442-5,37.3325266,127.9526797,033-743-6268,한식,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""영빈식당""을 방문해보세요! 다국어 메뉴판이 있는 매장입니다.",운영중
409572,빛고을손칼국수,강원도 원주시 남원로527번길 6-53,강원도 원주시 명륜동 444,37.3337796,127.9444362,033-762-4938,분식,일반음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""빛고을손칼국수""를 추천합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
409574,제이제이웨스턴바,강원도 원주시 백간공원길 23,강원도 원주시 단계동 1097-8,37.3499655,127.925877,,기타,일반음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""제이제이웨스턴바""를 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
409581,아궁이포장마차,강원도 원주시 소방서길 27,강원도 원주시 명륜동 822-5,37.329142,127.9448274,033-765-3171,한식,일반음식점,"""아궁이포장마차""를 강원도 원주시의 가 볼 만한 식당으로 추천합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
349620,김가네식당,강원도 원주시 흥업면 사제로 483,강원도 원주시 흥업면 사제리 337,37.3327914,127.8879365,033-765-1391,한식,일반음식점,"강원도 원주시에 가신다면 ""ㅍ""에 방문해보세요~ 다국어 메뉴판이 있는 매장입니다.",운영중
519628,아일랜드 카페,강원도 원주시 행구로 334,강원도 원주시 행구동 1348-3,37.3431631,127.9927743,033-731-8966,기타,일반음식점,"""아일랜드 카페""는 강원도 원주시에 있습니다. 다국어 메뉴판이 있는 매장입니다.",운영중
521116,맵스불닭앤닭발명륜점,강원도 원주시 남원로469번길 2-17,강원도 원주시 명륜동 829-4,37.3279637,127.9435454,033-766-5898,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""맵스불닭앤닭발(명륜점)""을 추천합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
660970,이모네맛집,강원도 원주시 문막읍 지정로 5,강원도 원주시 문막읍 동화리 399-1,37.3401994,127.852374,033-747-4210,한식,일반음식점,"""이모네맛집""을 강원도 원주시의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
660989,구이구이,강원도 원주시 소초면 황골로 93,강원도 원주시 소초면 흥양리 1251-1,37.385987,127.9885408,033-766-7162,식육(숯불구이),일반음식점,"강원도 원주시에서 맛집을 찾으신다면 ""구이구이전문점""을 추천합니다. 다국어 메뉴판이 있는 매장입니다.",운영중
661029,엄마의밥상,강원도 원주시 판부면 매봉길 46,강원도 원주시 판부면 서곡리 1998-2,37.3207665,127.9450268,033-764-0107,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""엄마의밥상""을 추천합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
661077,까페봄마중길,강원도 원주시 봄마중길 2 1층 102호,강원도 원주시 반곡동 1866-11,37.3259641,127.9805938,,기타,일반음식점,"강원도 원주시에서 어디를 갈지 고민이라면! ""까페봄마중길""에 가보시는 건 어떨까요? 다국어 메뉴판이 있는 매장입니다.",운영중
661173,이베리코,강원도 원주시 송림길 48-6,강원도 원주시 개운동 444-5,37.331984,127.9524484,033-765-9732,식육(숯불구이),일반음식점,"""이베리코""를 강원도 원주시의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
661741,남도꼬막앤한우명가,강원도 원주시 시청로 21-1,강원도 원주시 무실동 1724-4,37.3409825,127.9230771,033-735-9977,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 강원도 원주시에 계시다면 ""남도꼬막앤한우명가""를 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
660517,뱃노리 횟집,강원도 원주시 양지뜰4길 31 1층,강원도 원주시 반곡동 1854-18,37.3264419,127.9834634,033-731-6860,회집,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""뱃노리횟집""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
661999,혁이정육식당,강원도 원주시 남원로469번길 1-6,강원도 원주시 명륜동 839-2,37.3269695,127.9423353,033-762-3004,한식,일반음식점,"""혁이정육식당""은 강원도 원주시에 있습니다. 다국어 메뉴판이 있는 매장입니다.",운영중
662037,시레기순대국,강원도 원주시 일산로 33,강원도 원주시 일산동 100-1,37.3482808,127.9480096,033-731-8431,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 강원도 원주시에 계시다면 ""시래기 순대국""을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
662575,혁신숯불구이,강원도 원주시 웅비2길 31 1층,강원도 원주시 반곡동 1930-11,37.3277024,127.9894818,033-743-3375,식육(숯불구이),일반음식점,"강원도 원주시에 가신다면 ""혁신숯불구이""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
662638,영짬뽕,강원도 원주시 지정면 오크밸리2길 15,강원도 원주시 지정면 판대리 579-3,37.410286,127.8051798,033-744-2985,중국식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""영짬뽕""을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
663576,레옹,강원도 원주시 황금로 8 센트럴스퀘어 1층 레옹,강원도 원주시 반곡동 1903-6,37.3272895,127.9874637,070-5103-7003,기타,일반음식점,"강원도 원주시에 가신다면 ""레옹""에 방문해보세요~ 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
663958,배부장찌개 원주혁신도시점,강원도 원주시 봄마중길 34-1,강원도 원주시 반곡동 1878-9,37.3251455,127.9806674,033-734-5555,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""배부장찌개(원주혁신도시점)""를 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
727437,미아리우동집 단계점,강원도 원주시 북원로 2235-4 상가동 110호 미아리우동집,강원도 원주시 단계동 852,37.3456913,127.9322178,033-748-6650,분식,일반음식점,"""미아리우동집(단계점)""은 강원도 원주시에 있습니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
662004,장수면가,강원도 원주시 갈머리1길 32-4,강원도 원주시 학성동 242-5,37.3520693,127.9433351,033-733-0014,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 강원도 원주시에 계시다면 ""장수면가""를 추천합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
660443,정가네오리와도야지,강원도 원주시 만대공원길 18-10,강원도 원주시 무실동 1732-6,37.3382855,127.9285111,033-733-2788,식육(숯불구이),일반음식점,"강원도 원주시에 가신다면 ""정가네오리와도야지""에 방문해보세요~ 다국어 메뉴판이 있는 매장입니다.",운영중
728669,로체,강원도 원주시 북원상가길 49,강원도 원주시 태장동 1375-1,37.3837608,127.9517762,,다방,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""로체""를 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
728706,진땡이 한우 곱창 막창 원주기업도시점,강원도 원주시 지정면 신지정로 167,강원도 원주시 지정면 가곡리 1400-5,37.3738782,127.87821,033-745-1459,식육(숯불구이),일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""진땡이한우곱창막창(원주기업도시점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
655427,비엔나커피하우스 무실단구점,강원도 원주시 단구로 368,강원도 원주시 단구동 1615-8,37.3235172,127.957157,033-764-7955,기타,일반음식점,"강원도 원주시에서 어디를 갈지 고민이라면! ""비엔나커피하우스(무실단구점)""에 가보시는 건 어떨까요? 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
655736,산아래식당,강원도 원주시 소초면 구룡사로 114,강원도 원주시 소초면 학곡리 152-1,37.4284206,128.0572043,033-731-1061,한식,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""산아래식당""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
655798,마이테라스,강원도 원주시 백간길 25 SG프라자 3층,강원도 원주시 단계동 1216,37.3520827,127.9263005,033-746-2500,커피숍,휴게음식점,"강원도 원주시에서 어디를 갈지 고민이라면! ""마이테라스""에 가보시는 건 어떨까요? 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 놀이방이 마련되어 있으며 다국어 메뉴판, 무선 인터넷을 제공하는 매장입니다.",운영중
656126,166pub,강원도 원주시 백간공원길 16-6,강원도 원주시 단계동 1107-9,37.349638,127.9275774,,맥주,,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""166pub""을 추천합니다!",운영중
656217,고즈넉이,강원도 원주시 판부면 매봉길 10-13,강원도 원주시 판부면 서곡리 1989-10,37.3206012,127.9420358,070-7782-7950,커피숍,휴게음식점,"강원도 원주시에 가신다면 ""고즈넉이""에 방문해보세요~ 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
656385,강원한우곱창,강원도 원주시 백간공원길 20-3,강원도 원주시 단계동 1107-3,37.3497188,127.9271463,033-733-1677,식육(숯불구이),일반음식점,"""강원한우곱창""을 강원도 원주시의 가 볼 만한 식당으로 추천합니다! 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
656855,가마솥소머리해장국설렁탕,강원도 원주시 귀래면 운남길 35-4,강원도 원주시 귀래면 운남리 1178,37.1712922,127.888829,,탕류(보신용),일반음식점,"강원도 원주시에 가신다면 ""가마솥소머리해장국설렁탕""에 방문해보세요~ 다국어 메뉴판이 있는 매장입니다.",운영중
729011,공차 원주단구점,강원도 원주시 서원대로 396 111호,강원도 원주시 단구동 1511-2,37.3307486,127.9488657,033-766-7556,커피숍,휴게음식점,"강원도 원주시에서 맛집을 찾으신다면 ""공차(원주단구점)""를 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 키오스크가 마련되어 있으며 다국어 메뉴판, 무선 인터넷을 제공하는 매장입니다.",운영중
657316,바다회명가 해원,강원도 원주시 양지로 64 3층,강원도 원주시 반곡동 1897-3,37.3268187,127.9849391,033-744-5400,회집,일반음식점,"무엇을 먹을지 고민되신다고요? 강원도 원주시에 계시다면 ""바다회명가해원""을 추천합니다! 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
657429,역전할머니맥주 무실점,강원도 원주시 만대공원길 8-4,강원도 원주시 무실동 1734-2,37.337342,127.9286032,033-732-7624,호프/통닭,일반음식점,"무엇을 먹을지 고민되신다고요? 강원도 원주시에 계시다면 ""역전할머니맥주(무실점)""를 추천합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
657939,백스비어 단계점,강원도 원주시 북원로 2235-10,강원도 원주시 단계동 853-6,37.3457007,127.9311836,033-744-5953,호프/통닭,일반음식점,"무엇을 먹을지 고민되신다고요? 강원도 원주시에 계시다면 ""백스비어(단계점)""를 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
658021,영해네분식,강원도 원주시 문막읍 문막시장3길 121,강원도 원주시 문막읍 포진리 300-10,37.3024397,127.815161,033-735-2084,분식,일반음식점,"강원도 원주시에서 어디를 갈지 고민이라면! ""영혜분식집""에 가보시는 건 어떨까요? 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
658450,다이꼬지 무실점,강원도 원주시 능라동길 37 위너스빌딩 102호 다이꼬지,강원도 원주시 무실동 1857-14,37.3340556,127.9288821,,일식,일반음식점,"강원도 원주시에서 맛집을 찾으신다면 ""다이꼬지(무실점)""를 추천합니다. 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
658556,해가온,강원도 원주시 천사로 10,강원도 원주시 단계동 1115-2,37.3477077,127.9265596,033-733-0046,한식,일반음식점,"""해가온""은 강원도 원주시에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
658837,광어한마리 단계점,강원도 원주시 서원대로 48,강원도 원주시 단계동 614-1,37.352583,127.922648,033-731-9992,회집,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""광어한마리(원주단계점)""를 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
664591,한성장칼국수,강원도 원주시 반곡길 101,강원도 원주시 반곡동 1574-4,37.3341628,127.9673406,033-745-3698,한식,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""한성장칼국수""를 방문해보세요! 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
664705,옛날통닭무실점,강원도 원주시 시청로 68,강원도 원주시 무실동 1649,37.3360481,127.9230672,033-731-7767,기타 휴게음식점,휴게음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""옛날통닭(무실점)""을 추천합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
664817,준이네순대국감자탕,강원도 원주시 문막읍 동화택지길 17-4,강원도 원주시 문막읍 동화리 1538-8,37.3242314,127.8304733,033-746-5554,한식,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""준이네 순대국&감자탕""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
665087,파주닭국수 원주혁신점,강원도 원주시 웅비2길 23,강원도 원주시 반곡동 1930-15,37.3277424,127.9888189,033-747-8821,한식,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""파주닭국수(원주혁신점)""를 방문해보세요! 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
671287,몽까이 원주무실점,강원도 원주시 봉바위길 40,강원도 원주시 무실동 1833-15,37.332095,127.9314954,033-735-3431,한식,일반음식점,"""몽까이(원주 무실점)""는 강원도 원주시에 있습니다. 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
671341,한우축제,강원도 원주시 솔우물2길 25-1 1층,강원도 원주시 무실동 1880-5,37.3264782,127.9306964,033-748-9253,식육(숯불구이),일반음식점,"무엇을 먹을지 고민되신다고요? 강원도 원주시에 계시다면 ""한우축제""를 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
671670,다기랑,강원도 원주시 능라동길 51,강원도 원주시 무실동 1857-10,37.3348376,127.9301516,033-746-5959,한식,일반음식점,"강원도 원주시 근처로 갈 일정이 있으시다면, 맛집으로 소문난 ""다기랑""을 꼭 방문해보세요. 2018년 12월 13일 KBS2 2TV생생정보 711회에 방영되었답니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
671924,알미커피,강원도 원주시 지정면 월송석화로 600,강원도 원주시 지정면 월송리 977-5,37.4136628,127.8340784,033-745-0603,커피숍,휴게음식점,"강원도 원주시에서 식당을 찾으신다면? ""알미커피""를 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
672176,요거프레소 원주향교점,강원도 원주시 명륜로 10 B동 101호,강원도 원주시 명륜동 238,37.3372546,127.9483076,033-765-1245,커피숍,휴게음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""요거프레소(원주향교점)""를 추천합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
672196,오션킹,강원도 원주시 만대공원길 25,강원도 원주시 무실동 1729-2,37.3378427,127.9271076,033-744-3357,한식,일반음식점,"강원도 원주시에서 맛집을 찾으신다면 ""오션킹(원주점)""을 추천합니다. 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
672748,원주그집,강원도 원주시 남원로469번길 13-14,강원도 원주시 명륜동 837-6,37.3594884,127.9409992,033-763-3092,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 강원도 원주시에 계시다면 ""원주그집""을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
672842,웨이클리,강원도 원주시 신림면 신림황둔로 145 웨이클리,강원도 원주시 신림면 신림리 192-1,37.2412438,128.0879751,,경양식,일반음식점,"""웨이클리""는 강원도 원주시에 있습니다. 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
672876,에이치,강원도 원주시 천사로 215-1 1층,강원도 원주시 중앙동 12-2,37.3516831,127.947804,033-747-8087,한식,일반음식점,"강원도 원주시에서 식당을 찾으신다면? ""에이치""를 방문해보세요! 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
673176,불향기 흥업점,강원도 원주시 흥업면 사제로 7,강원도 원주시 흥업면 흥업리 595-2,37.3030187,127.9187891,033-765-9200,한식,일반음식점,"강원도 원주시에서 가 볼 만한 식당을 찾으신다면? ""불향기(흥업점)""를 추천합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
673510,작은라떼,강원도 원주시 판부면 매봉길 26-10,강원도 원주시 판부면 서곡리 1994-7,37.3205821,127.9431151,,기타,일반음식점,"""작은라떼""는 강원도 원주시에 있습니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
726232,참숯 숯불구이 수갈비,강원도 원주시 토지길 59-4,강원도 원주시 단구동 1642-6,37.3212556,127.9584755,033-764-5599,식육(숯불구이),일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""수갈비""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 놀이방이 마련되어 있으며 다국어 메뉴판, 무선 인터넷을 제공하는 매장입니다.",운영중
674189,출렁다리식당,강원도 원주시 지정면 소금산길 21-1,강원도 원주시 지정면 간현리 1036-3,37.3643155,127.8328546,,한식,일반음식점,"""출렁다리식당""을 강원도 원주시의 가 볼 만한 식당으로 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
674367,카페 하임,강원도 원주시 북원로2718번길 18,강원도 원주시 태장동 1368-12,37.3859786,127.9481557,033-731-0153,커피숍,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""카페하임""을 추천합니다! 네이버 온라인 예약이 가능합니다! 놀이방, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
724997,썬다방 중앙점,강원도 원주시 중앙로 93,강원도 원주시 중앙동 114-6,37.3491665,127.9508687,033-747-8669,커피숍,휴게음식점,"강원도 원주시에서 맛집을 찾으신다면 ""썬다방(문화의거리중앙점)""을 추천합니다. 다국어 메뉴판이 있는 매장입니다.",운영중
671222,오늘통닭 원주행구점,"강원도 원주시 영랑길 2 행구빌딩 1층, 105호",강원도 원주시 행구동 1710,37.3414185,127.9712716,033-745-5404,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 강원도 원주시 맛집, ""오늘통닭(행구점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
729153,60계 치킨 원주기업도시점,강원도 원주시 지정면 신지정로 173-1,강원도 원주시 지정면 가곡리 1403-1,37.3735225,127.8777221,033-731-4933,호프/통닭,일반음식점,"강원도 원주시에서 맛집을 찾으신다면 ""60계 치킨(원주 기업도시점)""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
670617,동대문엽기떡볶이 원주혁신도시점,강원도 원주시 건강로 17-2 101호,강원도 원주시 반곡동 1910-3,37.3260122,127.9881324,033-748-8592,분식,,"""동대문엽기떡볶이 원주혁신도시점""을 강원도 원주시의 가 볼 만한 식당으로 추천합니다!",운영중
669716,남가네설악추어탕 원주점,강원도 원주시 로아노크로 28 제1동 101호,강원도 원주시 단계동 382-12,37.4863099,127.9857248,033-747-2882,회집,일반음식점,"강원도 횡성군에서 가 볼 만한 식당을 찾으신다면? ""남가네 설악추어탕(횡성점)""을 추천합니다! 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
