필지고유번호(PNU),주소,도로명 주소
4.21304E+18,부론면 노림리 1297,견훤로 689-38
4.21304E+18,부론면 노림리 17-12,견훤로 770-5
4.21303E+18,문막읍 후용리 1534-1,견훤로 941-102
4.21303E+18,문막읍 후용리 502,견훤로 856-1
4.21303E+18,문막읍 후용리 487-8,견훤로 862-6
4.21303E+18,문막읍 후용리 487-4,견훤로 862-5
4.21303E+18,소초면 학곡리 1073-1,구룡사로 331-47
4.21304E+18,귀래면 귀래리 1788-3,귀문로 638-1
4.21304E+18,귀래면 귀래리 899,귀문로 323-3
4.21304E+18,귀래면 귀래리 630-6,귀문로 406-1
4.21301E+18,일산동 274-12,남산로 113-3
4.21301E+18,일산동 274-4,남산로 115
4.21304E+18,흥업면 흥업리 727-1,남원로 111-17
4.21304E+18,흥업면 흥업리 716-1,남원로 99-10
4.21301E+18,단계동 795-1,단구로 45-21
4.21304E+18,흥업면 대안리 2115-2,대안로 456
4.21304E+18,흥업면 대안리 1769-1,대안로 603
4.21303E+18,문막읍 동화리 1667-1,동화공단로 107-1
4.21301E+18,무실동 415,만대로 16-18
4.21303E+18,지정면 보통리 409-3,보통로 319
4.21301E+18,봉산동 1135,봉산로 22-10
4.21301E+18,봉산동 858-8,봉산로 147-1
4.21301E+18,단계동 505-7,봉화로 150-1
4.21301E+18,단계동 455-37,봉화로 95-1
4.21304E+18,부론면 정산리 1859-4,부론로 324
4.21304E+18,부론면 정산리 1599-2,부론로 544
4.21304E+18,부론면 법천리 145-16,부론로 85-7
4.21304E+18,흥업면 사제리 531-3,사제로 401-30
4.21304E+18,흥업면 사제리 106,사제로 537
4.21304E+18,흥업면 흥업리 1448,사제로 204
4.21303E+18,지정면 신평리 231-13,신무로 80
4.21301E+18,우산동 390-3,우산로 177
4.21303E+18,소초면 흥양리 87,운곡로 310
4.21303E+18,소초면 흥양리 87,운곡로 310
4.21301E+18,행구동 383-7,운곡로 254-15
4.21303E+18,호저면 만종리 631-4,원문로 548-11
4.21303E+18,문막읍 대둔리 108,원문로 2726
4.21303E+18,문막읍 대둔리 108,원문로 2726
4.21303E+18,문막읍 대둔리 83,원문로 2716-41
4.21303E+18,문막읍 반계리 2262-1,원문로 2075
4.21303E+18,문막읍 반계리 807-11,원문로 2561-6
4.21303E+18,문막읍 반계리 790-4,원문로 2561-2
4.21303E+18,문막읍 반계리 758-1,원문로 2535
4.21303E+18,지정면 안창리 643-9,원양2로 35-2
4.21303E+18,소초면 수암리 1170-4,장수2로 204
4.21303E+18,소초면 장양리 363,장수2로 151
4.21303E+18,지정면 가곡리 1476,조엄로 393
4.21303E+18,지정면 가곡리 1476,조엄로 393
4.21303E+18,지정면 가곡리 1470-1,조엄로 397
4.21303E+18,지정면 가곡리 1470-1,조엄로 397
4.21303E+18,지정면 가곡리 935-7,조엄로 181
4.21303E+18,지정면 가곡리 142-4,지래울로 110-27
4.21303E+18,지정면 가곡리 142-4,지래울로 110-27
4.21303E+18,지정면 가곡리 142-4,지래울로 110-27
4.21303E+18,지정면 판대리 151,지정로 984
4.21303E+18,지정면 간현리 890-2,지정로 295
4.21303E+18,문막읍 취병리 665-3,취병로 299
4.21303E+18,문막읍 취병리 665-3,취병로 299
4.21301E+18,태장동 2796,치악로 1989
4.21304E+18,신림면 금창리 566,치악로 427-7
4.21304E+18,신림면 신림리 690-5,치악로 9
4.21301E+18,관설동 676-1,치악로 1306
4.21303E+18,호저면 산현리 513-13,칠봉로 604-16
4.21301E+18,학성동 365-9,평원로 150
4.21301E+18,태장동 577-27,포란재로 46
4.21301E+18,행구동 1552-1,행구로 267-25
4.21301E+18,행구동 200-22,행구로 481
4.21301E+18,행구동 185-5,행구로 462
4.21301E+18,개운동 397-20,행구로 8
4.21301E+18,태장동 1285-1,현충로 304-9
4.21301E+18,태장동 692-2,현충로 54
4.21303E+18,소초면 흥양리 319-23,황골로 455-18
4.21303E+18,소초면 흥양리 49-2,황골로 487-21
4.21304E+18,귀래면 운남리 1029-7,북원로 172
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21301E+18,태장동 1969,북원로 2852
4.21301E+18,우산동 88-2,북원로 2505
4.21304E+18,신림면 성남리 409-5,성남로 169-34
4.21301E+18,단계동 1186-8,봉화서부로 15-1
4.21301E+18,단계동 1179,봉화서부로 6-1
4.21301E+18,반곡동 1963-25,혁신로 301-27
4.21301E+18,반곡동 1889,양지로 46
4.21301E+18,반곡동 1910-10,세계로 27
4.21303E+18,지정면 가곡리 1292,기업도시로 245
4.21303E+18,지정면 가곡리 1512,신지정로 250
4.21303E+18,지정면 가곡리 1501,신지정로 300
4.21303E+18,지정면 가곡리 1495-1,신지정로 322
4.21303E+18,지정면 가곡리 1468,신지정로 255
4.21303E+18,지정면 가곡리 1468,신지정로 255
4.21303E+18,지정면 가곡리 1427-2,신지정로 153-46
4.21303E+18,지정면 가곡리 1424-6,신지정로 153-29
4.21303E+18,지정면 가곡리 1400-2,신지정로 173
4.21303E+18,지정면 가곡리 1378-3,신지정로 193-2
4.21303E+18,지정면 가곡리 461-2,가곡로 40
4.21303E+18,지정면 가곡리 769-1,가곡새말길 14-1
4.21303E+18,지정면 가곡리 769,가곡새말길 16
4.21301E+18,가현동 255,가치래미길 39
4.21301E+18,관설동 1644-4,갈촌길 104-84
4.21301E+18,관설동 1595-19,갈촌길 99-12
4.21301E+18,관설동 1595-12,갈촌길 97-1
4.21301E+18,관설동 1569-1,갈촌길 104-48
4.21303E+18,호저면 만종리 436,감박산길 66
4.21303E+18,소초면 수암리 1527,갓바우길 95
4.21303E+18,소초면 수암리 1498,갓바우길 171
4.21301E+18,봉산동 767,개륜1길 59
4.21301E+18,봉산동 957-14,개륜2길 4-1
4.21304E+18,신림면 송계리 413,계야길 65-7
4.21304E+18,신림면 송계리 413,계야길 65-7
4.21301E+18,행구동 741-1,고문골길 27
4.21303E+18,호저면 고산리 587-2,고산안골길 102-6
4.21304E+18,귀래면 귀래리 102-5,곰네미길 23-12
4.21304E+18,귀래면 귀래리 192,귀래동막길 16
4.21301E+18,행구동 59-23,꽃밭머리길 13
4.21301E+18,명륜동 282-2,남원로612번길 8-1
4.21304E+18,판부면 서곡리 330-11,내남송길 96-10
4.21303E+18,소초면 흥양리 1361-20,노루고개길 30-28
4.21303E+18,호저면 대덕리 1105-7,노월길 147-9
4.21304E+18,흥업면 대안리 909-4,대안은행정길 102
4.21303E+18,소초면 흥양리 168-14,대왕고개길 58-5
4.21303E+18,소초면 흥양리 295-28,대왕고개길 58
4.21303E+18,소초면 흥양리 295-24,대왕고개길 45
4.21304E+18,흥업면 매지리 1729,더덕골길 18-12
4.21301E+18,행구동 48-38,덕성길 46-35
4.21303E+18,소초면 평장리 524-3,도도리길 116-14
4.21301E+18,일산동 234-50,동진골1길 73
4.21301E+18,일산동 187-50,동진골1길 37
4.21303E+18,문막읍 동화리 76-14,동화큰골길 26-9
4.21304E+18,흥업면 대안리 492,돼니길 60-1
4.21303E+18,호저면 옥산리 167,마근거리길 97
4.21303E+18,호저면 주산리 20-1,막골길 186-8
4.21303E+18,문막읍 궁촌리 1966,만디길 25-43
4.21303E+18,문막읍 궁촌리 1966,만디길 25-43
4.21303E+18,문막읍 궁촌리 1039,만디길 139
4.21303E+18,소초면 학곡리 856-4,무쇠점1길 12-5
4.21304E+18,흥업면 매지리 434-2,무수막1길 20
4.21304E+18,흥업면 매지리 405-21,무수막1길 5
4.21303E+18,문막읍 반계리 2239,문막공단길 106
4.21303E+18,문막읍 반계리 2225,문막공단길 194
4.21303E+18,문막읍 반계리 2225,문막공단길 194
4.21304E+18,귀래면 주포리 231-2,미륵산길 407-1
4.21304E+18,귀래면 주포리 103-18,미륵산길 155-20
4.21304E+18,귀래면 운계리 1244-3,미륵산길 18
4.21304E+18,귀래면 운계리 1228,미륵산길 34-14
4.21301E+18,반곡동 1585-10,반곡길 85-1
4.21304E+18,신림면 구학리 39-4,방학동길 21-25
4.21304E+18,판부면 서곡리 1346,백운정윗길 77
4.21304E+18,판부면 서곡리 1339-14,백운정윗길 34-13
4.21303E+18,소초면 둔둔리 769,버덩마을길 7
4.21304E+18,부론면 법천리 1520-8,법천시장길 42-48
4.21304E+18,부론면 법천리 1449-4,법천시장길 59
4.21304E+18,흥업면 사제리 754-21,복거리길 62-1
4.21301E+18,행구동 1444,봉대길 20-4
4.21304E+18,흥업면 사제리 637,봉현길 38
4.21304E+18,흥업면 사제리 79,봉현길 118-16
4.21304E+18,흥업면 사제리 73-1,봉현길 118-14
4.21303E+18,소초면 장양리 845,부안동길 20
4.21303E+18,소초면 장양리 845,부안동길 20
4.21301E+18,태장동 1378-10,북원상가길 17-2
4.21304E+18,흥업면 매지리 33-18,분지동길 166-2
4.21303E+18,문막읍 비두리 1008,비두네미1길 13
4.21304E+18,부론면 단강리 480,사기막길 4
4.21304E+18,부론면 단강리 348,사기막길 49-15
4.21304E+18,부론면 단강리 348,사기막길 49-15
4.21304E+18,부론면 단강리 348,사기막길 49-15
4.21304E+18,부론면 단강리 313-18,사기막길 87-16
4.21303E+18,문막읍 반계리 862-13,사자골길 314
4.21303E+18,문막읍 반계리 862,사자골길 314
4.21303E+18,문막읍 반계리 862,사자골길 314
4.21303E+18,문막읍 비두리 2265-2,사흥길 39
4.21303E+18,지정면 판대리 231,삼태울길 72
4.21303E+18,호저면 매호리 128,새매기길 34
4.21304E+18,판부면 서곡리 1204-13,서곡길 329-10
4.21304E+18,판부면 서곡리 454-9,서곡널다리길 43
4.21304E+18,신림면 구학리 156-3,선학길 108
4.21304E+18,신림면 구학리 137,선학길 100
4.21301E+18,관설동 426-1,섭재길 91-3
4.21301E+18,반곡동 605-26,섭재삼보길 160-20
4.21301E+18,관설동 280-2,세교길 5-20
4.21303E+18,문막읍 동화리 1703,세오름길 38
4.21303E+18,문막읍 동화리 1703,세오름길 38
4.21303E+18,지정면 간현리 1056-16,소금산길 44
4.21304E+18,부론면 손곡리 541-7,손곡새말길 38-39
4.21304E+18,부론면 손곡리 541-7,손곡새말길 38-39
4.21301E+18,무실동 1154-8,송삼길 142
4.21303E+18,소초면 흥양리 1096,송황유사길 258
4.21303E+18,소초면 수암리 1316,수래울길 90-10
4.21304E+18,흥업면 대안리 700-4,승안동길 146-6
4.21304E+18,흥업면 대안리 700-4,승안동길 146-6
4.21304E+18,흥업면 대안리 693-8,승안동길 146-4
4.21304E+18,흥업면 대안리 664-40,승안동길 146-67
4.21303E+18,소초면 수암리 1002,신양선녀길 262-7
4.21303E+18,소초면 수암리 977-1,신양선녀길 262-39
4.21301E+18,단구동 1692-13,앙월길 29
4.21301E+18,행구동 1512-108,영랑길 107-11
4.21303E+18,호저면 광격리 227-1,영산길 141
4.21301E+18,반곡동 1516-4,오리현길 16-13
4.21303E+18,지정면 간현리 273,오얏길 26
4.21303E+18,지정면 가곡리 112-44,요대길 24-21
4.21303E+18,지정면 가곡리 838-35,요대길 24-20
4.21303E+18,지정면 가곡리 838-34,요대길 24-22
4.21303E+18,지정면 가곡리 838-27,요대길 24-10
4.21303E+18,지정면 가곡리 838-26,요대길 16-9
4.21303E+18,지정면 가곡리 151-5,요대길 30-1
4.21304E+18,판부면 서곡리 863,용수골길 89-6
4.21304E+18,판부면 서곡리 273-10,용수골길 133
4.21301E+18,봉산동 902-241,우물시장길 68-6
4.21301E+18,우산동 639-4,유원길 87
4.21301E+18,태장동 736-8,육판길 31
4.21301E+18,태장동 41-3,육판길 144
4.21301E+18,무실동 821-1,은행정길 52-2
4.21301E+18,단계동 895-4,이화6길 53
4.21304E+18,부론면 손곡리 1208-2,임경업길 28
4.21303E+18,지정면 월송리 561-1,자작길 73
4.21303E+18,지정면 보통리 629-3,작압길 61-12
4.21303E+18,지정면 보통리 354-5,작압길 80-54
4.21303E+18,지정면 보통리 354-5,작압길 80-54
4.21301E+18,태장동 399-1,적동1길 160-10
4.21304E+18,부론면 정산리 1048-2,정산음촌길 25
4.21301E+18,학성동 340-5,정지길 222-7
4.21301E+18,무실동 1083,지니기길 80
4.21301E+18,무실동 707-20,지니기길 55-19
4.21304E+18,귀래면 용암리 347,지둔길 90-42
4.21303E+18,문막읍 건등리 78,지샘등안길 39-18
4.21303E+18,문막읍 건등리 1146-19,지샘등안길 39-30
4.21303E+18,문막읍 건등리 1144-3,지샘등안길 39-20
4.21303E+18,문막읍 건등리 1144-3,지샘등안길 39-20
4.21301E+18,우산동 307-1,진광길 50
4.21304E+18,신림면 황둔리 1614-5,창촌길 75-3
4.21304E+18,신림면 성남리 34,축치동길 101
4.21301E+18,단구동 114-13,치악로1570번길 6
4.21303E+18,문막읍 동화리 1166-1,큰애니길 46
4.21303E+18,문막읍 동화리 1166-1,큰애니길 46
4.21303E+18,소초면 장양리 1317-6,태장공단길 42-21
4.21304E+18,흥업면 사제리 1295,팔포길 56
4.21303E+18,소초면 평장리 84-2,평장안골1길 165
4.21303E+18,호저면 주산리 799-4,평천2길 9-21
4.21303E+18,소초면 흥양리 384,하초구길 163-9
4.21304E+18,부론면 정산리 477,학고개길 75
4.21304E+18,부론면 정산리 477,학고개길 75
4.21304E+18,귀래면 운남리 965-7,한치길 11-5
4.21303E+18,호저면 대덕리 703-1,한터길 112
4.21304E+18,흥업면 대안리 146,해삼터길 80-5
4.21304E+18,흥업면 대안리 50-6,해삼터길 119-11
4.21301E+18,무실동 1115-1,행가리1길 4-2
4.21301E+18,행구동 774-2,행구덕현길 81-15
4.21301E+18,행구동 1171-32,화실유암길 229
4.21301E+18,행구동 1171-24,화실유암길 229-14
4.21304E+18,신림면 송계리 352-8,회봉산길 55
4.21304E+18,신림면 금창리 52-1,흑천길 71-14
4.21301E+18,태장동 2793,흥양로51번길 40
4.21301E+18,태장동 2793,흥양로51번길 40
4.21301E+18,태장동 2793,흥양로51번길 40
4.21301E+18,태장동 2793,흥양로51번길 40
4.21304E+18,흥업면 흥업리 1405-3,흥업신촌길 22
4.21304E+18,흥업면 매지리 153-70,분지동1길 59
4.21301E+18,행구동 500-124,청솔길 41
4.21301E+18,행구동 500-124,청솔길 41
4.21303E+18,호저면 무장리 620-7,호매곡1길 352-1
4.21303E+18,호저면 주산리 320-15,호매곡1길 31
4.21303E+18,호저면 주산리 271-2,호매곡1길 85
4.21301E+18,무실동 1809-13,무실새골길 21
4.21301E+18,단계동 1211-15,전망길 15-1
4.21301E+18,반곡동 1953-10,금두길 28
4.21301E+18,반곡동 1990-2,봉황1길 18
4.21301E+18,반곡동 1991-17,봉황3길 9
4.21301E+18,반곡동 1988-5,봉황3길 8
4.21301E+18,반곡동 1988-2,봉황3길 2-1
4.21301E+18,반곡동 2003-2,해오름1길 1
4.21303E+18,지정면 가곡리 1436-10,능마루길 21-1
4.21303E+18,지정면 가곡리 1434-2,능마루길 35
