발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2015,2015-09-23 18:45,야,수,1,2,1,0,0,강원,원주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,1029045,1926395,127.8278845,37.3361137
2015,2015-10-01 22:35,야,목,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타/불명,기타/불명,승용차,중형,1038166,1929316,127.9309982,37.3621124
2015,2015-10-08 9:40,주,목,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,화물차,소형,1038390,1927305,127.9334235,37.34397674
2015,2015-10-21 10:50,주,수,1,1,0,0,0,강원,원주시,차대차,추돌,진행중 추돌,안전거리 미확보,단일로,기타단일로,이륜차,소형,1038722,1926746,127.9371424,37.33892432
2015,2015-10-25 7:50,주,일,1,4,2,1,0,강원,원주시,차대사람,보도통행중,보도통행중,안전거리 미확보,단일로,기타단일로,화물차,중형,1048703,1937966,128.0505553,37.43958492
2015,2015-10-28 23:45,야,수,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,중형,1031825,1931590,127.8594902,37.38284876
2015,2015-10-30 19:15,야,금,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,1039518,1931285,127.9463707,37.37980354
2015,2015-11-01 11:10,주,일,1,2,0,0,1,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,이륜차,소형,1039893,1931583,127.9506224,37.38247353
2015,2015-11-22 2:20,야,일,1,2,1,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,소형,1039767,1931124,127.9491745,37.37834171
2015,2015-12-28 18:30,야,월,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,1035762.8,1929707.1,127.903879,37.36573341
2016,2016-11-26 18:00,야간,토,1,3,0,2,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,경형,1036872,1934941,127.9168269,37.41269352
2016,2016-02-21 10:00,주간,일,1,1,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,중형,1039181,1926380,127.9423047,37.33560607
2016,2016-03-07 22:00,야간,월,1,2,1,0,0,강원,원주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,1041512,1924380,127.9685061,37.31747751
2016,2016-03-29 17:00,주간,화,1,1,0,0,0,강원,원주시,차대차,측면직각충돌,측면직각충돌,안전운전 의무 불이행,교차로,교차로내,승합차,경형,1040714,1925406,127.9595564,37.32676083
2016,2016-04-01 18:00,야간,금,1,3,2,0,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,경형,1051633,1914778,128.0820605,37.23042209
2016,2016-07-17 21:00,야간,일,1,1,0,0,0,강원,원주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,1042811,1926308,127.9832775,37.3347968
2016,2016-06-21 22:00,야간,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,경형,1039076,1928348,127.9412232,37.35334933
2016,2016-08-11 4:00,야간,목,1,2,1,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,소형,1040942,1935530,127.96269,37.41800416
2016,2016-06-10 13:00,주간,금,1,4,0,0,3,강원,원주시,차대차,정면충돌,정면충돌,안전거리 미확보,단일로,기타단일로,화물차,소형,1040202,1933955,127.9542417,37.40384031
2016,2016-07-02 6:00,주간,토,1,3,2,0,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,소형,1033983,1935303,127.8918605,37.41646733
2016,2016-08-08 4:00,야간,월,1,1,0,0,0,강원,원주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로내,승용차,중형,1039340,1926282,127.9440944,37.33471601
2016,2016-04-16 19:00,야간,토,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,경형,1039512,1931243,127.9463007,37.37942523
2016,2016-07-30 3:00,야간,토,1,2,1,0,0,강원,원주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,1024556,1921788,127.777057,37.29471651
2016,2016-05-07 12:00,주간,토,1,5,0,4,0,강원,원주시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,경형,1036864,1924026,127.9160323,37.31448272
2016,2016-06-03 1:00,야간,금,1,1,0,0,0,강원,원주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,1031473,1925749,127.8558132,37.32993242
2016,2016-07-24 11:00,주간,일,1,1,0,0,0,강원,원주시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,1040940,1925729,127.9621251,37.3296623
2016,2016-02-02 18:00,야간,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,경형,1040600,1927448,127.9583815,37.34517165
2016,2016-01-09 23:00,야간,토,2,2,0,0,0,강원,원주시,차대차,기타,기타,과속,교차로,교차로부근,승용차,중형,1039339,1926288,127.9440834,37.33477013
2016,2016-01-30 8:00,주간,토,1,1,0,0,0,강원,원주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,교차로,교차로부근,이륜차,소형,1038477,1928228,127.9348395,37.35225255
2016,2016-12-20 2:00,야간,화,1,1,0,0,0,강원,원주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,1052181,1914178,128.0881041,37.22492617
2016,2016-10-27 0:00,야간,목,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,1031676,1907028,127.856761,37.16145595
2016,2016-09-18 10:00,주간,일,1,2,0,1,0,강원,원주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,1039625,1931812,127.9476212,37.3847618
2016,2016-10-12 0:00,야간,수,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,승용차,경형,1035415,1928442,127.8998908,37.35434358
2016,2016-10-05 5:00,야간,수,1,1,0,0,0,강원,원주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,1029324,1924502,127.8309532,37.31896885
2016,2016-09-05 22:00,야간,월,1,1,0,0,0,강원,원주시,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,승용차,경형,1039226,1925989,127.942792,37.33207983
2016,2016-01-09 2:00,야간,토,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,1042246,1923474,127.9767382,37.30927807
2016,2016-12-02 18:00,야간,금,1,2,1,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,화물차,소형,1040624,1924559,127.9584942,37.31913021
2016,2016-02-01 7:00,주간,월,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,승합차,경형,1037927,1928434,127.9282541,37.35417218
2016,2016-12-28 10:00,주간,수,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,중형,1039724,1927947,127.9485184,37.34970735
2016,2016-12-30 8:00,주간,금,1,2,0,1,0,강원,원주시,차대차,정면충돌,정면충돌,교차로 통행방법 위반,교차로,교차로내,화물차,소형,1038952,1932702,127.9400523,37.39259974
2016,2016-03-27 15:00,주간,일,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,1043154,1921946,127.9868957,37.2954635
2016,2016-11-02 18:00,야간,수,1,1,0,0,0,강원,원주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,1034782,1913092,127.892025,37.21600596
2016,2016-12-05 18:00,야간,월,1,2,1,0,0,강원,원주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,1031416,1927009,127.8546759,37.34157094
2016,2016-11-13 9:00,주간,일,1,1,0,0,0,강원,원주시,차대차,측면직각충돌,측면직각충돌,직진 및 우회전차의 통행방해,교차로,교차로내,승합차,경형,1041175,1927243,127.9647387,37.3432918
2016,2016-01-16 16:00,주간,토,1,1,0,0,0,강원,원주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,1028989,1919344,127.826977,37.27255902
2017,2017-01-03 5:00,야간,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,승용차,승용차,1040515,1927745,127.9574381,37.34785241
2017,2017-01-09 15:00,주간,월,1,1,0,0,0,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,승용차,승용차,1029865,1934186,127.8374556,37.40631348
2017,2017-01-17 12:00,주간,화,1,1,0,0,0,강원,원주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,1026369,1913868,127.7972316,37.22327667
2017,2017-01-20 12:00,주간,금,1,18,10,7,0,강원,원주시,차량단독,전도,전도,기타(운전자법규위반),단일로,교량위,승합차,승합차,1043082,1934028,127.986786,37.4043688
2017,2017-01-27 22:00,야간,금,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1041574,1924315,127.9692022,37.31688885
2017,2017-01-29 2:00,야간,일,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1054952,1917240,128.1196554,37.25242362
2017,2017-01-29 18:00,야간,일,1,6,2,0,3,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1034922,1931222,127.8928657,37.39146974
2017,2017-03-07 19:00,야간,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,1039917,1926600,127.9506895,37.33742317
2017,2017-03-13 11:00,주간,월,1,1,0,0,0,강원,원주시,차대차,기타,기타,중앙선 침범,교차로,교차로내,승용차,승용차,1041732,1926755,127.9711226,37.33887501
2017,2017-05-02 4:00,야간,화,1,2,1,0,0,강원,원주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승합차,승합차,1039063,1930179,127.941173,37.3698538
2017,2017-06-13 13:00,주간,화,1,1,0,0,0,강원,원주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,1022397,1911153,127.7733377,37.25338433
2017,2017-06-24 5:00,야간,토,1,3,2,0,0,강원,원주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,화물차,1039135,1930639,127.9449419,37.37732113
2017,2017-06-29 18:00,야간,목,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1038959,1930411,127.9400107,37.37194933
2017,2017-07-01 11:00,주간,토,1,1,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1038562,1926384,127.9353174,37.33566804
2017,2017-07-10 19:00,야간,월,1,2,0,1,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1034653,1909602,127.8904091,37.1845522
2017,2017-07-12 2:00,야간,수,1,2,1,0,0,강원,원주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,1039895,1924727,127.9494547,37.3202087
2017,2017-07-19 19:00,야간,수,1,1,0,0,0,강원,원주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),1029725,1920229,127.8353139,37.28051306
2017,2017-07-29 9:00,주간,토,1,1,0,0,0,강원,원주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1039024,1928316,127.9406344,37.35306308
2017,2017-07-30 14:00,주간,일,1,5,0,2,2,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1038655,1933022,127.9367139,37.39549652
2017,2017-08-01 17:00,주간,화,1,4,0,3,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1043262,1927206,127.9884209,37.3428701
2017,2017-08-08 5:00,야간,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,1040253,1927696,127.9544774,37.34742214
2017,2017-08-11 17:00,주간,금,1,1,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,기타,기타,1051706,1914887,128.0828965,37.23124456
2017,2017-08-25 22:00,야간,금,1,1,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,1040582,1924369,127.9580098,37.31741945
2017,2017-08-30 4:00,야간,수,1,5,2,2,0,강원,원주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,1039623,1926032,127.9472756,37.33245056
2017,2017-09-10 9:00,주간,일,1,3,0,1,1,강원,원주시,차대차,정면충돌,정면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,1039339,1930853,127.9443259,37.37591729
2017,2017-09-20 9:00,주간,수,1,1,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1038402,1927950,127.9335924,37.34979005
2017,2017-09-21 8:00,주간,목,1,2,1,0,0,강원,원주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1028259,1937364,127.8194308,37.43500925
2017,2017-09-27 13:00,주간,수,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,화물차,1039292,1927989,127.9441636,37.35011499
2017,2017-10-06 0:00,야간,금,1,1,0,0,0,강원,원주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,1040498,1927514,127.9572336,37.345771
2017,2017-11-02 14:00,주간,목,1,1,0,0,0,강원,원주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1038785,1931573,127.9381065,37.38243042
2017,2017-11-19 7:00,주간,일,1,1,0,0,0,강원,원주시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1057145,1916958,128.1443613,37.24974983
2017,2017-12-02 17:00,주간,토,1,1,0,0,0,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1034142,1908028,127.8845802,37.17038306
2017,2017-12-03 21:00,야간,일,1,1,0,0,0,강원,원주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1026310,1918308,127.7967234,37.26330022
2017,2017-12-11 18:00,야간,월,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1040329,1927133,127.9553048,37.34234417
2017,2017-12-30 4:00,야간,토,1,1,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1040182,1926959,127.9530408,37.34057083
2018,2018-10-23 17:10,주,화,1,1,0,0,0,강원,원주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,주차장,주차장,화물차,화물차,1039099,1927001,127.9414118,37.341207
2018,2018-10-27 4:50,야,토,1,2,0,0,1,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1034065,1910159,127.88381,37.1895946
2018,2018-04-14 5:10,야,토,1,1,0,0,0,강원,원주시,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,1040642,1927629,127.9588656,37.34680128
2018,2018-03-18 2:10,야,일,2,2,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,1030233,1923970,127.8411966,37.31421738
2018,2018-04-28 1:17,야,토,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1040895,1935358,127.9621493,37.41645592
2018,2018-11-08 21:20,야,목,1,4,0,2,1,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,1039766,1926326,127.9489056,37.33509446
2018,2018-02-13 14:00,주,화,1,1,0,0,0,강원,원주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1023579,1909642,127.7656495,37.18525817
2018,2018-07-21 5:00,야,토,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,1038502,1925740,127.9346066,37.32986573
2018,2018-12-20 21:00,야,목,1,2,1,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1035312,1916674,127.8981682,37.24827367
2018,2018-11-15 1:25,야,목,1,1,0,0,0,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1038454,1926951,127.9341276,37.34078326
2018,2018-01-12 15:05,주,금,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,1038589,1928752,127.9357455,37.35701122
2018,2018-06-07 6:03,주,목,1,1,0,0,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1039876,1932864,127.9504995,37.39402063
2018,2018-01-09 17:53,주,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,승용차,1046363,1937744,128.0240902,37.43770419
2018,2018-12-09 21:35,야,일,1,2,0,1,0,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1038819.1,1940163.3,127.9389434,37.45985785
2018,2018-12-01 18:19,야,토,1,2,0,1,0,강원,원주시,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,승용차,승용차,1027848,1920495,127.8141506,37.28296883
2018,2018-10-07 19:10,야,일,1,1,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1027959,1922873,127.8154923,37.30440043
2018,2018-04-29 20:10,야,일,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,1052155,1916183,128.0880431,37.24305712
2018,2018-09-05 16:15,주,수,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,정비불량 제차의 운전금지위반,단일로,기타단일로,화물차,화물차,1037974.2,1936353.3,127.9291938,37.42555151
2018,2018-02-19 16:00,주,월,1,2,0,1,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1058597,1916554,128.1607012,37.24601817
2019,2019-01-06 21,야,일,1,1,0,1,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1042457,1934873,127.9797729,37.41201406
2019,2019-01-12 07,주,토,1,2,2,0,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,1037934,1928867,127.9283553,37.3580748
2019,2019-01-23 16,주,수,1,0,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,단일로,기타단일로,화물차,이륜차,1036469,1929218,127.9118301,37.36129734
2019,2019-01-26 02,야,토,2,1,1,0,0,강원,원주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1036472,1929242,127.9118651,37.36151354
2019,2019-02-05 22,야,화,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1038622,1928644,127.9361125,37.35603637
2019,2019-03-05 14,주,화,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1039786,1925980,127.9491128,37.33197488
2019,2019-03-06 04,야,수,1,1,0,1,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1039895,1927795,127.9504408,37.34832994
2019,2019-04-01 14,주,월,1,0,0,0,0,강원,원주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,교량위,건설기계,없음,1047550.6,1918111.2,128.0362543,37.26068365
2019,2019-04-16 21,야,화,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1042126,1923709,127.9753974,37.31140172
2019,2019-04-18 10,주,목,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1040858,1935097,127.9617168,37.41410502
2019,2019-04-19 18,야,금,1,0,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,1039794,1932058,127.9495297,37.38675922
2019,2019-05-03 07,주,금,1,0,0,0,0,강원,원주시,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로부근,자전거,없음,1040489.3,1926990.6,127.9571067,37.34105365
2019,2019-05-05 02,야,일,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1038820,1928988,127.9383662,37.35912879
2019,2019-05-17 19,야,금,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1040768,1929433,127.9603875,37.36305627
2019,2019-06-24 02,야,월,1,0,0,0,0,강원,원주시,차량단독,전복,전복,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1027739,1922998,127.8130145,37.30553374
2019,2019-08-03 18,야,토,1,0,0,0,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,사륜오토바이(ATV),화물차,1026488,1919077,127.7987582,37.27022686
2019,2019-08-14 05,야,수,1,2,1,1,0,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1024726,1920309,127.7789258,37.28138047
2019,2019-09-07 15,주,토,1,4,2,2,0,강원,원주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승합차,1034028,1910363,127.8834025,37.19143479
2019,2019-09-19 03,야,목,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1039609,1930066,127.9473333,37.3688121
2019,2019-09-21 19,야,토,1,2,0,2,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승합차,보행자,1038980,1928749,127.9401604,37.35696783
2019,2019-09-22 17,주,일,1,0,0,0,0,강원,원주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1029760,1929768,127.8360914,37.3664944
2019,2019-10-02 13,주,수,1,0,0,0,0,강원,원주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1045835.6,1937160.5,128.0180924,37.43247116
2019,2019-10-15 18,야,화,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,1040405,1934313,127.9565549,37.40705831
2019,2019-10-17 17,주,목,1,0,0,0,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,화물차,1034467,1908086,127.8882436,37.17089393
2019,2019-10-28 03,야,월,2,4,3,1,0,강원,원주시,차량단독,공작물충돌,공작물충돌,과속,교차로,교차로부근,승용차,없음,1041490,1924389,127.9682583,37.31755961
2019,2019-11-02 05,야,토,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1039543,1931396,127.946659,37.38080298
2019,2019-11-12 21,야,화,1,3,1,0,2,강원,원주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로횡단보도내,이륜차,승합차,1037955,1927775,127.9285365,37.34823104
2019,2019-11-15 22,야,금,1,0,0,0,0,강원,원주시,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,1039608,1931826,127.9474162,37.38467604
2019,2019-12-06 00,야,금,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1036365,1923052,127.9103532,37.30572301
2019,2019-12-10 16,주,화,1,0,0,0,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,1043148,1933118,127.9874786,37.39616344
2019,2019-12-19 02,야,목,1,0,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,화물차,1038326,1929488,127.9328139,37.36365614
2019,2019-12-31 00,야,화,1,1,1,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1031618,1926161,127.8569202,37.33392042
2020,2020-01-12 14,주,일,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1038982,1928746,127.9401828,37.3569407
2020,2020-01-26 10,주,일,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1037716,1928623,127.9258813,37.35588436
2020,2020-02-03 13,주,월,1,1,1,0,0,강원,원주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1038564,1928362,127.9354429,37.35349694
2020,2020-03-12 13,주,목,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,1024983,1920543,127.7818328,37.28348285
2020,2020-03-24 00,야,화,1,1,1,0,0,강원,원주시,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,화물차,화물차,1023360,1916794,127.7634062,37.24973181
2020,2020-04-21 08,주,화,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1039932,1927510,127.9508432,37.34575947
2020,2020-04-28 19,야,화,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1039069,1929034,127.9411804,37.35953296
2020,2020-05-15 20,야,금,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승합차,보행자,1039587,1931676.1,127.947171,37.3833258
