瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
114,盔林,2021-01-31,2.5,,,,0.6,,50,,44,,3.2,-8.5,1010.5,,1029.4,,1,,1.97,,,,0,0,,,1684,,,5.3,,,,,
114,盔林,2021-01-31,5.2,,,,0.6,,290,,32,,2.8,-10.1,1008.9,,1027.6,,1,,2.29,,,,0,0,,,1739,,,7.7,,,,,
114,盔林,2021-01-31,7.9,,,,1,,340,,28,,3,-9.5,1007.5,,1025.9,,1,,1.97,,,,2,0,,,1812,,,8.6,,,,,
114,盔林,2021-01-31,9.4,,,,3.2,,200,,34,,4,-5.7,1007,,1025.3,,1,,1.72,,,,4,0,,,2000,,,6.1,,,,,
114,盔林,2021-01-31,9.3,,,,1.7,,230,,39,,4.6,-3.9,1006.3,,1024.6,,1,,1.15,,,,2,0,,,1957,,,4.9,,,,,
114,盔林,2021-01-31,8.9,,,,1,,200,,44,,5,-2.7,1006,,1024.3,,0.5,,0.42,,,,6,1,,34,1984,,,1.4,,,,,
114,盔林,2021-01-31,6.3,,,,0.1,,0,,55,,5.3,-2,1006,,1024.5,,0,,0.06,,,,6,3,,45,1935,,,-0.7,,,,,
114,盔林,2021-01-31,4.2,,,,0,,0,,64,,5.3,-2,1005.9,,1024.5,,,9,,9,,,5,0,,,1519,,,-0.2,,,,,
114,盔林,2021-01-31,2.9,,,,0.1,,0,,70,,5.3,-2,1005.5,,1024.2,,,9,,9,,,4,0,,,1321,,,-0.2,,,,,
114,盔林,2021-01-31,2.4,,,,0.8,,320,,75,,5.5,-1.5,1005.2,,1024,,,9,,9,,,9,1,,15,1352,,,-0.3,,,,,
114,盔林,2021-01-31,0.9,,,,0.2,,0,,78,,5.1,-2.5,1004.8,,1023.7,,,9,,9,,,4,0,,,1178,,,-0.2,,,,,
114,盔林,2021-01-31,2.4,,,,0.7,,290,,72,,5.2,-2.1,1004.3,,1023.1,,,9,,9,,,2,2,,13,1246,,,-0.2,,,,,
114,盔林,2021-02-01,1.9,,,,0.3,,0,,72,,5,-2.6,1003.8,,1022.6,,,9,,9,,,1,1,,,1431,,,-0.2,,,,,
114,盔林,2021-02-01,2,,,,0.3,,0,,73,,5.2,-2.3,1003,,1021.8,,,9,,9,,,0,0,,,1371,,,-0.2,,,,,
114,盔林,2021-02-01,2.3,,,,0.2,,0,,71,,5.1,-2.4,1001.8,,1020.5,,,9,,9,,,10,9,,11,1433,,,-0.1,,,,,
114,盔林,2021-02-01,2.3,,0,,0.2,,0,,73,,5.3,-2,1000.8,,1019.5,,,9,,9,,,9,9,,10,1461,,,-0.1,,,,,
114,盔林,2021-02-01,2.7,,,9,0.9,,340,,77,,5.7,-0.9,999.8,,1018.4,,,9,,9,,,10,10,,9,1060,,,-0.1,,,,,
114,盔林,2021-02-01,2,,,9,0.9,,290,,91,,6.4,0.6,999,,1017.7,,,9,,9,,,10,10,,7,535,,,-0.1,,,,,
114,盔林,2021-02-01,2.2,,1.7,,0.5,,20,,94,,6.7,1.3,998.5,,1017.2,,,9,,9,,,10,10,,6,272,,,0,,,,,
114,盔林,2021-02-01,2.4,,,9,0.3,,0,,95,,6.9,1.6,998.5,,1017.1,,,9,,9,,,0,0,,,198,,,0,,,,,
114,盔林,2021-02-01,2.7,,,9,0.2,,0,,95,,7,1.9,998,,1016.6,,0,,0,,,,9,6,,1,274,,,0,,,,,
114,盔林,2021-02-01,3.5,,0.2,,0.1,,0,,95,,7.4,2.7,998.1,,1016.6,,0,,0.12,,,,10,10,,5,341,,,0.2,,,,,
114,盔林,2021-02-01,4.3,,,9,0.1,,0,,93,,7.7,3.2,997.8,,1016.3,,0.2,,0.36,,,,10,8,,5,374,,,0.8,,,,,
114,盔林,2021-02-01,5.4,,,9,0.6,,90,,88,,7.8,3.5,997.6,,1016,,0.1,,0.51,,,,9,9,,5,529,,,4.6,,,,,
114,盔林,2021-02-01,7,,,9,1,,340,,87,,8.7,4.9,997.1,,1015.4,,0,,0.56,,,,9,9,,5,539,,,6,,,,,
114,盔林,2021-02-01,8.1,,,9,0.5,,20,,83,,8.9,5.3,995.3,,1013.5,,0,,0.66,,,,9,9,,5,569,,,7.5,,,,,
114,盔林,2021-02-01,9.5,,,9,1.4,,290,,73,,8.6,4.8,994.6,,1012.6,,0.3,,1.11,,,,9,8,,5,689,,,10,,,,,
114,盔林,2021-02-01,9.8,,,9,0.8,,270,,69,,8.3,4.3,994.1,,1012.2,,0.7,,1.07,,,,8,2,,8,660,,,8.5,,,,,
114,盔林,2021-02-01,9.9,,,9,1.2,,250,,67,,8.1,4,994.1,,1012.2,,0.5,,0.7,,,,7,3,,9,586,,,6.5,,,,,
114,盔林,2021-02-01,9.6,,,9,2.8,,270,,65,,7.7,3.3,994.8,,1012.8,,0,,0.18,,,,6,4,,8,401,,,4.5,,,,,
114,盔林,2021-02-01,8,,,9,2.2,,290,,68,,7.3,2.4,995.7,,1013.9,,0,,0.03,,,,6,2,,9,295,,,2.2,,,,,
114,盔林,2021-02-01,7.4,,,9,1.8,,270,,75,,7.7,3.2,996.3,,1014.5,,,9,,9,,,7,4,,6,241,,,1.4,,,,,
114,盔林,2021-02-01,6.2,,,9,3,,270,,74,,7,1.9,997.5,,1015.9,,,9,,9,,,6,2,,7,243,,,1.2,,,,,
114,盔林,2021-02-01,5.2,,,9,1.5,,270,,76,,6.7,1.3,998.1,,1016.6,,,9,,9,,,6,0,,,234,,,-0.7,,,,,
114,盔林,2021-02-01,4.6,,,9,2.2,,250,,77,,6.5,0.9,999,,1017.5,,,9,,9,,,8,0,,,229,,,-0.1,,,,,
114,盔林,2021-02-01,4,,,9,2.6,,270,,60,,4.9,-3,999.8,,1018.3,,,9,,9,,,5,0,,,430,,,-0.2,,,,,
114,盔林,2021-02-02,2.2,,,9,3,,270,,43,,3.1,-9.1,1000.7,,1019.4,,,9,,9,,,0,0,,,1436,,,-0.4,,,,,
114,盔林,2021-02-02,1.1,,,,3.6,,270,,42,,2.8,-10.4,1001.7,,1020.5,,,9,,9,,,0,0,,,1908,,,-0.4,,,,,
114,盔林,2021-02-02,-0.2,,,,2.6,,270,,48,,2.9,-9.9,1002.2,,1021.1,,,9,,9,,,0,0,,,1756,,,-0.7,,,,,
114,盔林,2021-02-02,-1.5,,,,2.6,,270,,38,,2.1,-14,1003.3,,1022.3,,,9,,9,,,0,0,,,1897,,,-1.1,,,,,
114,盔林,2021-02-02,-2.4,,,,2.3,,270,,33,,1.7,-16.5,1003.6,,1022.7,,,9,,9,,,0,0,,,2000,,,-1.7,,,,,
114,盔林,2021-02-02,-3.3,,,,2.6,,250,,27,,1.3,-19.6,1004.2,,1023.4,,,9,,9,,,0,0,,,2000,,,-2.4,,,,,
114,盔林,2021-02-02,-4.4,,,,2.8,,270,,27,,1.2,-20.6,1004.9,,1024.2,,,9,,9,,,0,0,,,2000,,,-3.1,,,,,
114,盔林,2021-02-02,-5.1,,,,2.5,,270,,28,,1.2,-20.8,1005.5,,1024.8,,,9,,9,,,0,0,,,2000,,,-3.8,,,,,
114,盔林,2021-02-02,-5.5,,,,1.7,,270,,29,,1.2,-20.7,1006.3,,1025.7,,0,,0.01,,,,0,0,,,2000,,,-4,,,,,
114,盔林,2021-02-02,-5,,,,2.5,,270,,28,,1.2,-20.7,1006.9,,1026.3,,0.9,,0.49,,,,0,0,,,2000,,,-3.4,,,,,
114,盔林,2021-02-02,-4.6,,,,2.9,,290,,27,,1.2,-20.8,1006.9,,1026.2,,1,,1.17,,,,0,0,,,1997,,,-0.6,,,,,
114,盔林,2021-02-02,-3.8,,,,2.4,,290,,27,,1.2,-20.1,1007.1,,1026.4,,1,,1.74,,,,0,0,,,1956,,,0.9,,,,,
114,盔林,2021-02-02,-3.1,,,,3,,270,,24,,1.2,-20.8,1006.9,,1026.1,,1,,2.15,,,,0,0,,,1926,,,1.8,,,,,
114,盔林,2021-02-02,-2.6,,,,3.1,,270,,21,,1.1,-21.9,1006.4,,1025.6,,1,,2.33,,,,0,0,,,1999,,,3.3,,,,,
114,盔林,2021-02-02,-1.6,,,,2.4,,270,,23,,1.3,-20,1005.6,,1024.7,,1,,2.23,,,,0,0,,,1991,,,4.4,,,,,
114,盔林,2021-02-02,-1.8,,,,2.6,,270,,20,,1.1,-21.8,1005.4,,1024.5,,1,,1.93,,,,0,0,,,1859,,,2,,,,,
114,盔林,2021-02-02,-1.7,,,,3.4,,290,,25,,1.4,-19.1,1005.5,,1024.6,,1,,1.4,,,,0,0,,,1854,,,0.9,,,,,
114,盔林,2021-02-02,-2.6,,,,2.9,,270,,29,,1.5,-18.2,1005.6,,1024.8,,1,,0.7,,,,0,0,,,2000,,,-0.5,,,,,
114,盔林,2021-02-02,-3.1,,,,2,,270,,34,,1.7,-16.7,1005.7,,1024.9,,0.4,,0.11,,,,0,0,,,2000,,,-0.7,,,,,
114,盔林,2021-02-02,-3.4,,,,2.2,,250,,39,,1.8,-15.4,1006.1,,1025.3,,,9,,9,,,6,0,,,2000,,,-1.2,,,,,
114,盔林,2021-02-02,-3.7,,,,2,,270,,47,,2.2,-13.3,1006,,1025.2,,,9,,9,,,8,3,,12,1996,,,-1.6,,,,,
114,盔林,2021-02-02,-4.3,,,,1.7,,230,,52,,2.3,-12.7,1006.3,,1025.6,,,9,,9,,,9,5,,11,2000,,,-2.2,,,,,
114,盔林,2021-02-02,-4.7,,,,1.4,,230,,58,,2.5,-11.7,1006.9,,1026.2,,,9,,9,,,8,2,,13,1919,,,-2.7,,,,,
114,盔林,2021-02-02,-5.1,,,9,2.2,,270,,72,,3,-9.3,1007.1,,1026.5,,,9,,9,,,9,9,,5,329,,,-2.5,,,,,
114,盔林,2021-02-03,-5.6,,0,,0.5,,290,,79,,3.2,-8.6,1007.6,,1027,,,9,,9,0.3,,7,3,,,1134,,,-2.2,,,,,
114,盔林,2021-02-03,-6,,,9,3.1,,270,,52,,2,-14.2,1008.1,,1027.5,,,9,,9,0.3,,0,0,,,2000,,,-3,,,,,
114,盔林,2021-02-03,-6.7,,,9,0.7,,230,,51,,1.9,-15.1,1009,,1028.5,,,9,,9,0.1,,0,0,,,2000,,,-3.8,,,,,
114,盔林,2021-02-03,-7.2,,0,,0.5,,250,,52,,1.8,-15.4,1009.3,,1028.9,,,9,,9,,,0,0,,,2000,,,-4.4,,,,,
114,盔林,2021-02-03,-7.7,,,9,1.6,,230,,52,,1.8,-15.8,1009.3,,1028.9,,,9,,9,,,0,0,,,2000,,,-5,,,,,
114,盔林,2021-02-03,-8.3,,,9,0.3,,0,,55,,1.8,-15.7,1009.2,,1028.8,,,9,,9,,,1,0,,,2000,,,-5.4,,,,,
114,盔林,2021-02-03,-8.6,,,9,0,,0,,56,,1.8,-15.8,1009.2,,1028.9,,,9,,9,,,0,0,,,2000,,,-5.9,,,,,
114,盔林,2021-02-03,-9,,,9,0.1,,0,,69,,2.1,-13.6,1009.5,,1029.2,,,9,,9,,,0,0,,,1925,,,-6.3,,,,,
114,盔林,2021-02-03,-8.9,,,9,0.3,,0,,67,,2.1,-13.9,1009.8,,1029.5,,0,,0.01,,,,1,0,,,1535,,,-6.2,,,,,
114,盔林,2021-02-03,-6.8,,,9,0.8,,90,,50,,1.8,-15.5,1010.1,,1029.6,,1,,0.47,,,,0,0,,,1973,,,-4.8,,,,,
114,盔林,2021-02-03,-5.5,,,9,0.7,,140,,45,,1.8,-15.5,1009.5,,1028.9,,1,,1.13,,,,0,0,,,1980,,,-1.2,,,,,
114,盔林,2021-02-03,-3.8,,,9,1.5,,360,,36,,1.7,-16.7,1009.2,,1028.5,,1,,1.71,,,,0,0,,,1944,,,1,,,,,
114,盔林,2021-02-03,-2.3,,,9,1.3,,340,,36,,1.9,-15.3,1008.2,,1027.4,,1,,2.09,,,,0,0,,,2000,,,2.9,,,,,
114,盔林,2021-02-03,-1.5,,,9,1.8,,290,,32,,1.8,-16,1006.7,,1025.8,,1,,2.28,,,,0,0,,,1970,,,5.6,,,,,
114,盔林,2021-02-03,-0.3,,,9,1.8,,250,,31,,1.8,-15.4,1006.1,,1025.1,,1,,2.2,,,,0,0,,,1999,,,6.8,,,,,
114,盔林,2021-02-03,0.7,,,9,2.7,,320,,32,,2.1,-14.1,1005.9,,1024.8,,1,,1.87,,,,0,0,,,1888,,,3.9,,,,,
114,盔林,2021-02-03,0.8,,,9,1.6,,250,,34,,2.2,-13.3,1005.4,,1024.3,,1,,1.32,,,,0,0,,,1954,,,3,,,,,
114,盔林,2021-02-03,0.6,,,9,2.3,,250,,38,,2.4,-12.1,1005.2,,1024.1,,1,,0.64,,,,0,0,,,1986,,,-0.2,,,,,
114,盔林,2021-02-03,0.2,,,9,0.8,,270,,43,,2.7,-10.9,1004.9,,1023.8,,0.1,,0.08,,,,6,2,,37,2000,,,-0.3,,,,,
114,盔林,2021-02-03,0.5,,,9,1.2,,180,,43,,2.7,-10.6,1004.8,,1023.7,,,9,,9,,,8,7,,12,1995,,,-0.3,,,,,
114,盔林,2021-02-03,0.3,,,9,1.2,,180,,48,,3,-9.4,1003.7,,1022.6,,,9,,9,,,5,4,,21,1988,,,-0.3,,,,,
114,盔林,2021-02-03,0.8,,,9,2.4,,180,,46,,3,-9.5,1003.3,,1022.2,,,9,,9,,,10,6,,14,2000,,,-0.3,,,,,
114,盔林,2021-02-03,0.8,,,9,2,,180,,47,,3,-9.2,1002.8,,1021.7,,,9,,9,,,10,10,,9,1961,,,-0.3,,,,,
114,盔林,2021-02-03,-1.5,,,9,1.6,,160,,83,,4.5,-4,1002.4,,1021.4,,,9,,9,0.4,,10,10,,3,105,,,-0.3,,,,,
114,盔林,2021-02-04,-1.7,,0.8,,1.1,,230,,89,,4.8,-3.2,1002.2,,1021.2,,,9,,9,1.6,,10,5,,,491,,,-0.3,,,,,
114,盔林,2021-02-04,-0.5,,,9,1.4,,270,,80,,4.7,-3.5,1001.9,,1020.8,,,9,,9,1.8,,1,1,,3,529,,,-0.3,,,,,
114,盔林,2021-02-04,-1,,,9,1.7,,360,,90,,5.1,-2.4,1002.7,,1021.7,,,9,,9,2.9,,9,6,,3,131,,,-0.2,,,,,
114,盔林,2021-02-04,0,,0.4,,0.9,,270,,84,,5.2,-2.3,1003.7,,1022.6,,,9,,9,3,,9,1,,4,661,,,-0.2,,,,,
114,盔林,2021-02-04,-0.9,,,9,1.4,,230,,66,,3.8,-6.4,1004.7,,1023.7,,,9,,9,3,,0,0,,,1228,,,-0.3,,,,,
114,盔林,2021-02-04,-2.1,,,9,2.1,,230,,44,,2.3,-12.7,1005.6,,1024.7,,,9,,9,2.9,,0,0,,,2000,,,-0.3,,,,,
114,盔林,2021-02-04,-3,,0,,1.5,,270,,35,,1.7,-16.3,1006.5,,1025.7,,,9,,9,2.7,,0,0,,,2000,,,-0.4,,,,,
114,盔林,2021-02-04,-4.4,,,9,0.7,,200,,46,,2,-14.3,1007.5,,1026.8,,,9,,9,2.5,,0,0,,,2000,,,-0.4,,,,,
114,盔林,2021-02-04,-4.5,,,9,1.6,,270,,46,,2,-14.3,1008.5,,1027.9,,0,,0,,2.5,,5,0,,,2000,,,-0.4,,,,,
114,盔林,2021-02-04,-4.6,,,9,2.1,,230,,48,,2.1,-13.9,1009.4,,1028.8,,1,,0.32,,2.5,,0,0,,,1986,,,-0.4,,,,,
114,盔林,2021-02-04,-3.7,,,9,1.5,,270,,40,,1.9,-15.3,1009.3,,1028.6,,1,,0.59,,2.2,,0,0,,,1882,,,-0.3,,,,,
114,盔林,2021-02-04,-3.1,,,9,2.1,,290,,36,,1.8,-16,1009.8,,1029.1,,1,,1.58,,1.8,,0,0,,,1964,,,-0.1,,,,,
114,盔林,2021-02-04,-2.7,,,9,2,,250,,34,,1.7,-16.4,1009.6,,1028.8,,1,,2.34,,1.1,,1,0,,,2000,,,0,,,,,
114,盔林,2021-02-04,-2,,,9,2.9,,270,,34,,1.8,-15.8,1009.2,,1028.4,,1,,2.45,,0.6,,0,0,,,1993,,,0,,,,,
114,盔林,2021-02-04,-1.1,,,9,2.4,,290,,33,,1.9,-15.3,1008.9,,1028,,1,,2.28,,,,0,0,,,2000,,,0.2,,,,,
114,盔林,2021-02-04,-0.4,,,9,1.6,,230,,34,,2,-14.3,1008.5,,1027.5,,1,,1.95,,,,0,0,,,1987,,,1,,,,,
114,盔林,2021-02-04,0.1,,,9,1.5,,230,,29,,1.8,-15.8,1008.2,,1027.2,,1,,1.45,,,,0,0,,,1953,,,0.6,,,,,
114,盔林,2021-02-04,-0.1,,,9,1.9,,200,,29,,1.8,-16,1007.9,,1026.9,,1,,0.79,,,,0,0,,,2000,,,-0.3,,,,,
114,盔林,2021-02-04,-0.7,,,9,0.7,,250,,31,,1.8,-15.7,1007.3,,1026.3,,0.4,,0.13,,,,0,0,,,2000,,,-0.4,,,,,
114,盔林,2021-02-04,-1.6,,,9,0.4,,0,,38,,2.1,-14,1007.9,,1027,,,9,,9,,,0,0,,,2000,,,-0.9,,,,,
114,盔林,2021-02-04,-2.6,,,9,0.4,,0,,49,,2.5,-11.8,1008.3,,1027.5,,,9,,9,,,0,0,,,2000,,,-1.4,,,,,
114,盔林,2021-02-04,-3.6,,,9,0.6,,110,,54,,2.5,-11.5,1008.3,,1027.6,,,9,,9,,,0,0,,,2000,,,-2,,,,,
114,盔林,2021-02-04,-4.3,,,9,0.7,,110,,58,,2.6,-11.3,1008.1,,1027.4,,,9,,9,,,0,0,,,2000,,,-2.6,,,,,
114,盔林,2021-02-04,-5,,,9,0,,0,,63,,2.7,-10.9,1008.2,,1027.6,,,9,,9,,,0,0,,,1980,,,-3,,,,,
114,盔林,2021-02-05,-4.4,,,9,0.2,,0,,61,,2.7,-10.8,1008.1,,1027.4,,,9,,9,,,0,0,,,2000,,,-2.5,,,,,
114,盔林,2021-02-05,-3.8,,,,0.1,,0,,58,,2.7,-10.8,1007.9,,1027.2,,,9,,9,,,10,10,,9,1984,,,-1.9,,,,,
114,盔林,2021-02-05,-4,,,,1.3,,20,,60,,2.7,-10.6,1008,,1027.3,,,9,,9,,,2,2,,8,2000,,,-1.9,,,,,
114,盔林,2021-02-05,-3.6,,,,0.2,,0,,58,,2.7,-10.6,1007.9,,1027.2,,,9,,9,,,10,10,,7,2000,,,-1.7,,,,,
114,盔林,2021-02-05,-3.4,,,,1.2,,20,,61,,2.9,-9.8,1007.3,,1026.5,,,9,,9,,,6,6,,7,1991,,,-1.7,,,,,
114,盔林,2021-02-05,-3.7,,,,0.4,,0,,56,,2.6,-11.2,1006.7,,1026,,,9,,9,,,0,0,,,2000,,,-1.9,,,,,
114,盔林,2021-02-05,-4.1,,,,0,,0,,60,,2.7,-10.7,1006.2,,1025.5,,,9,,9,,,8,8,,7,2000,,,-2.8,,,,,
114,盔林,2021-02-05,-3.8,,,,0.5,,320,,62,,2.9,-10,1005.6,,1024.8,,,9,,9,,,9,7,,8,2000,,,-2.9,,,,,
114,盔林,2021-02-05,-3.2,,,,0.2,,0,,60,,2.9,-9.8,1005.4,,1024.6,,0,,0.01,,,,9,9,,7,1948,,,-2.1,,,,,
114,盔林,2021-02-05,-2.5,,,,0.2,,0,,58,,3,-9.6,1004.9,,1024,,0.1,,0.28,,,,9,8,,7,1957,,,-0.9,,,,,
114,盔林,2021-02-05,-1.3,,,,0.7,,340,,57,,3.2,-8.7,1004.6,,1023.6,,0,,0.5,,,,8,8,,6,1812,,,-0.2,,,,,
114,盔林,2021-02-05,0.5,,,,1,,360,,53,,3.4,-7.9,1004.4,,1023.3,,0.2,,1.04,,,,9,9,,7,1862,,,0.7,,,,,
114,盔林,2021-02-05,1.8,,,,1,,90,,53,,3.7,-6.7,1004.3,,1023.1,,0,,0.94,,,,9,9,,7,1799,,,1.3,,,,,
114,盔林,2021-02-05,3,,,,0.6,,50,,54,,4.1,-5.4,1003,,1021.7,,0.3,,1.28,,,,9,7,,8,1868,,,2.2,,,,,
114,盔林,2021-02-05,4.9,,,,1,,230,,54,,4.7,-3.6,1002.1,,1020.7,,0.9,,1.5,,,,9,6,,9,1885,,,5.1,,,,,
114,盔林,2021-02-05,4.9,,,,1.2,,250,,51,,4.4,-4.4,1000.8,,1019.3,,0.9,,1.22,,,,8,5,,60,1739,,,3.6,,,,,
114,盔林,2021-02-05,5.4,,,,1.2,,320,,47,,4.2,-5,1000.2,,1018.7,,0.6,,0.85,,,,9,1,,63,2000,,,3.1,,,,,
114,盔林,2021-02-05,5.2,,,,1.4,,290,,48,,4.2,-4.9,999.7,,1018.2,,0.1,,0.48,,,,7,0,,,2000,,,0.8,,,,,
114,盔林,2021-02-05,3.4,,,,0,,0,,58,,4.5,-4,999.4,,1018,,0,,0.08,,,,0,0,,,2000,,,-0.2,,,,,
114,盔林,2021-02-05,2.4,,,,0.5,,90,,64,,4.6,-3.7,999.8,,1018.5,,,9,,9,,,1,0,,,1629,,,-0.3,,,,,
114,盔林,2021-02-05,0.8,,,,0.6,,90,,72,,4.7,-3.6,999.9,,1018.7,,,9,,9,,,6,1,,66,1482,,,-0.2,,,,,
114,盔林,2021-02-05,0.3,,,,0.2,,0,,73,,4.6,-3.9,999.9,,1018.7,,,9,,9,,,7,0,,,1386,,,-0.4,,,,,
114,盔林,2021-02-05,-0.1,,,,0.3,,0,,75,,4.5,-4,1000,,1018.9,,,9,,9,,,5,5,,,1195,,,-0.5,,,,,
114,盔林,2021-02-05,-1,,,,0.1,,0,,79,,4.5,-4.1,999.8,,1018.7,,,9,,9,,,2,0,,,1223,,,-0.7,,,,,
114,盔林,2021-02-06,-1.4,,,,0.1,,0,,81,,4.5,-4.2,999.7,,1018.6,,,9,,9,,,5,4,,,959,,,-0.8,,,,,
114,盔林,2021-02-06,-0.5,,,,0,,0,,77,,4.5,-4,999.4,,1018.3,,,9,,9,,,8,8,,9,1257,,,-0.6,,,,,
114,盔林,2021-02-06,0,,,,0.3,,0,,77,,4.7,-3.5,999.2,,1018.1,,,9,,9,,,0,0,,,1148,,,-0.5,,,,,
114,盔林,2021-02-06,0,,,,0.1,,0,,76,,4.6,-3.7,998.8,,1017.6,,,9,,9,,,0,0,,,1202,,,-0.5,,,,,
114,盔林,2021-02-06,0.4,,,,0.2,,0,,76,,4.8,-3.3,998.1,,1016.9,,,9,,9,,,7,7,,8,1112,,,-0.4,,,,,
114,盔林,2021-02-06,0.7,,,,0.1,,0,,77,,5,-2.8,997.9,,1016.7,,,9,,9,,,2,2,,7,1013,,,-0.3,,,,,
114,盔林,2021-02-06,0.5,,,,0.2,,0,,78,,5,-2.8,997.6,,1016.4,,,9,,9,,,10,9,,6,934,,,-0.3,,,,,
114,盔林,2021-02-06,0.8,,,,0.5,,290,,76,,4.9,-2.9,997.8,,1016.6,,,9,,9,,,10,10,,6,516,,,-0.3,,,,,
114,盔林,2021-02-06,1.1,,,9,0.2,,0,,75,,5,-2.8,997.8,,1016.5,,0,,0,,,,2,2,,6,861,,,-0.3,,,,,
114,盔林,2021-02-06,1.7,,,9,0.1,,0,,74,,5.1,-2.4,998,,1016.7,,0,,0.09,,,,9,7,,5,1021,,,-0.2,,,,,
114,盔林,2021-02-06,3.6,,,9,0.8,,20,,67,,5.3,-1.9,997.8,,1016.3,,0.3,,0.55,,,,9,9,,5,1110,,,0.4,,,,,
114,盔林,2021-02-06,4.8,,,9,0.8,,360,,64,,5.5,-1.4,998.1,,1016.6,,0,,0.56,,,,9,9,,5,1253,,,0.4,,,,,
114,盔林,2021-02-06,6.2,,,9,0.5,,340,,65,,6.1,0,997.7,,1016.1,,0.1,,0.72,,,,9,7,,7,1084,,,1.9,,,,,
114,盔林,2021-02-06,8.2,,,9,1.3,,320,,61,,6.6,1.1,996.9,,1015.1,,0.2,,1.16,,,,8,4,,8,773,,,4.3,,,,,
114,盔林,2021-02-06,9.1,,,9,2.5,,250,,59,,6.8,1.4,996.3,,1014.4,,0.7,,1.37,,,,8,8,,8,525,,,8.6,,,,,
114,盔林,2021-02-06,9.3,,,9,0.5,,270,,58,,6.8,1.4,996,,1014.1,,0.5,,1.16,,,,6,6,,9,568,,,7.5,,,,,
114,盔林,2021-02-06,9.9,,,9,0.5,,180,,57,,6.9,1.7,995.9,,1014,,0.9,,1.1,,,,0,0,,,575,,,6.5,,,,,
114,盔林,2021-02-06,9.9,,,9,0.8,,250,,60,,7.3,2.4,995.8,,1013.9,,0,,0.36,,,,3,2,,11,461,,,3.7,,,,,
114,盔林,2021-02-06,8.9,,,9,0.2,,0,,64,,7.3,2.4,996.2,,1014.3,,0,,0.06,,,,0,0,,,492,,,1.3,,,,,
114,盔林,2021-02-06,8.4,,,9,1.6,,230,,70,,7.7,3.2,996.4,,1014.6,,,9,,9,,,4,0,,,453,,,0.6,,,,,
114,盔林,2021-02-06,5.8,,,9,0,,0,,76,,7,1.8,996.5,,1014.9,,,9,,9,,,6,2,,7,380,,,-0.1,,,,,
114,盔林,2021-02-06,5.5,,,9,0.7,,110,,78,,7,1.9,996.9,,1015.3,,,9,,9,,,0,0,,,340,,,0.1,,,,,
114,盔林,2021-02-06,6.2,,,9,0.1,,0,,76,,7.2,2.2,997.3,,1015.7,,,9,,9,,,8,8,,7,323,,,0.7,,,,,
114,盔林,2021-02-06,7.5,,,9,0.9,,200,,75,,7.7,3.3,997.8,,1016.1,,,9,,9,,,1,1,,6,342,,,1.3,,,,,
114,盔林,2021-02-07,8,,,9,1.3,,250,,75,,8,3.8,998,,1016.2,,,9,,9,,,5,5,,,357,,,1.9,,,,,
114,盔林,2021-02-07,7.9,,,9,1.5,,230,,76,,8.1,3.9,998.3,,1016.5,,,9,,9,,,9,7,,5,333,,,2.6,,,,,
114,盔林,2021-02-07,7.6,,,9,1.1,,250,,79,,8.2,4.1,998.7,,1017,,,9,,9,,,7,5,,5,301,,,2.8,,,,,
114,盔林,2021-02-07,7.2,,0,,1.7,,230,,80,,8.1,3.9,999.2,,1017.5,,,9,,9,,,0,0,,,272,,,2.4,,,,,
114,盔林,2021-02-07,7,,,9,1,,270,,80,,8,3.7,999.4,,1017.7,,,9,,9,,,0,0,,,248,,,1.8,,,,,
114,盔林,2021-02-07,6.4,,,9,0.4,,0,,82,,7.8,3.5,999.8,,1018.2,,,9,,9,,,0,0,,,213,,,0.9,,,,,
114,盔林,2021-02-07,5.4,,,9,0.9,,230,,84,,7.5,2.9,1000,,1018.5,,,9,,9,,,4,0,,,195,,,-0.1,,,,,
114,盔林,2021-02-07,3.3,,,9,0.2,,0,,91,,7,1.9,1000.2,,1018.8,,,9,,9,,,10,0,,,129,,,-0.2,,,,,
114,盔林,2021-02-07,2.9,,,9,0,,0,,94,,7.1,2,1001.1,,1019.8,,0,,0.01,,,,6,1,,5,96,,,-0.1,,,,,
114,盔林,2021-02-07,5.4,,,9,1.7,,270,,81,,7.2,2.3,1002.1,,1020.6,,0,,0.07,,,,9,4,,6,188,,,0.2,,,,,
